,Sno,Washer/Dryer,Air_Conditioning,Parking,Fireplace,Dishwasher,Hardwood_floor,Roofdeck,Storage
4369,4369,No,No,No,No,No,No,No,No
4370,4370,No,No,No,No,No,No,No,No
4371,4371,No,No,No,No,No,No,No,No
4372,4372,No,No,No,No,No,No,No,No
4373,4373,No,No,No,No,No,No,No,No
4374,4374,No,No,No,No,No,No,No,No
4375,4375,No,No,No,No,No,No,No,No
4376,4376,No,No,No,No,No,No,No,No
4377,4377,No,No,No,No,No,No,No,No
4378,4378,No,No,Yes,No,No,No,No,No
4379,4379,No,No,No,No,No,No,No,No
4380,4380,No,No,Yes,No,No,No,No,No
4381,4381,No,No,No,No,No,No,No,No
4382,4382,No,No,No,No,No,No,No,No
4383,4383,No,No,No,No,No,No,No,No
4384,4384,No,No,No,No,No,No,No,No
4385,4385,No,No,No,No,No,No,No,No
4386,4386,No,No,No,No,No,No,No,No
4387,4387,No,No,No,No,No,No,No,No
4388,4388,No,No,No,No,No,No,No,No
4389,4389,No,No,No,No,No,No,No,No
4390,4390,No,No,No,No,No,No,No,No
4391,4391,No,No,No,No,No,No,No,No
4392,4392,No,No,No,No,No,No,No,No
4393,4393,No,No,No,No,No,No,No,No
4394,4394,No,No,No,No,No,No,No,No
4395,4395,No,No,No,No,No,No,No,No
4396,4396,No,No,No,No,No,No,No,No
4397,4397,No,No,No,No,No,No,No,No
4398,4398,No,No,No,No,No,No,No,No
4399,4399,No,No,Yes,No,No,No,No,No
4400,4400,No,No,Yes,No,No,No,No,No
4401,4401,No,No,No,No,No,No,No,No
4402,4402,No,No,No,No,No,No,No,No
4403,4403,No,No,No,No,No,No,No,No
4404,4404,No,No,No,No,Yes,No,No,No
4405,4405,No,No,No,No,No,No,No,No
4406,4406,No,No,No,No,No,No,No,No
4407,4407,No,No,Yes,No,Yes,No,No,No
4408,4408,No,No,No,No,No,No,No,No
4409,4409,No,No,No,No,No,No,No,No
4410,4410,No,No,No,No,No,No,No,No
4411,4411,No,No,No,No,No,No,No,No
4412,4412,No,No,No,No,No,No,No,No
4413,4413,No,No,No,No,No,No,No,No
4414,4414,No,No,Yes,No,Yes,No,No,No
4415,4415,No,No,No,No,No,No,No,No
4416,4416,No,No,No,No,No,No,No,No
4417,4417,No,No,No,No,No,No,No,No
4418,4418,No,No,No,No,No,No,No,No
4419,4419,No,No,No,No,No,No,No,No
4420,4420,No,No,No,No,No,No,No,No
4421,4421,No,No,No,No,No,No,No,No
4422,4422,No,No,No,No,No,No,No,No
4423,4423,No,No,No,No,No,No,No,No
4424,4424,No,No,No,No,No,No,No,No
4425,4425,No,No,No,No,No,No,No,No
4426,4426,No,No,No,No,No,No,No,No
4427,4427,No,No,No,No,No,No,No,No
4428,4428,No,No,No,No,No,No,No,No
4429,4429,No,No,No,No,No,No,No,No
4430,4430,No,No,No,No,No,No,No,No
4431,4431,No,No,No,No,No,No,No,No
4432,4432,Yes,No,Yes,No,No,No,No,No
4433,4433,No,No,No,No,No,No,No,No
4434,4434,No,No,No,No,No,No,No,No
4435,4435,No,No,No,No,No,No,No,No
4436,4436,No,No,No,No,No,No,No,No
4437,4437,No,No,No,No,No,No,No,No
4438,4438,No,No,No,No,No,No,No,No
4439,4439,No,No,No,No,No,No,No,No
4440,4440,No,No,No,No,No,No,No,No
4441,4441,No,No,No,No,No,No,No,No
4442,4442,No,No,No,No,No,No,No,No
4443,4443,No,No,No,No,No,No,No,No
4444,4444,No,No,No,No,No,No,No,No
4445,4445,No,No,No,No,No,No,No,No
4446,4446,No,No,No,No,No,No,No,No
4447,4447,No,No,Yes,No,No,No,No,No
4448,4448,No,No,No,No,No,No,No,No
4449,4449,No,No,No,No,Yes,No,No,No
4450,4450,No,No,No,No,No,No,No,No
4451,4451,No,No,No,No,No,No,No,No
4452,4452,No,No,No,No,No,No,No,No
4453,4453,No,No,No,No,No,No,No,No
4454,4454,No,No,No,No,No,No,No,No
4455,4455,No,No,No,No,No,No,No,No
4456,4456,No,No,No,No,No,No,No,No
4457,4457,No,No,No,No,No,No,No,No
4458,4458,No,No,No,No,No,No,No,No
4459,4459,No,No,No,No,No,No,No,No
4460,4460,No,No,No,No,No,No,No,No
4461,4461,No,No,No,No,No,No,No,No
4462,4462,No,No,No,No,No,No,No,No
4463,4463,No,No,No,No,Yes,No,No,No
4464,4464,No,No,No,No,No,No,No,No
4465,4465,No,No,No,No,No,No,No,No
4466,4466,No,No,No,No,No,No,No,No
4467,4467,No,No,No,No,No,No,No,No
4468,4468,No,No,No,No,No,No,No,No
4469,4469,No,No,No,No,No,No,No,No
4470,4470,No,No,No,No,No,No,No,No
4471,4471,No,No,No,No,No,No,No,No
4472,4472,No,No,No,No,No,No,No,No
4473,4473,No,No,No,No,No,No,No,No
4474,4474,No,No,No,No,No,No,No,No
4475,4475,No,No,No,No,No,No,No,No
4476,4476,No,No,No,No,No,No,No,No
4477,4477,No,No,No,No,No,No,No,No
4478,4478,No,No,No,No,No,No,No,No
4479,4479,No,No,No,No,No,No,No,No
4480,4480,Yes,No,Yes,No,Yes,No,No,No
4481,4481,Yes,No,No,No,Yes,No,No,No
4482,4482,Yes,No,No,No,Yes,No,No,No
4483,4483,Yes,No,No,No,Yes,No,No,No
4484,4484,Yes,No,Yes,No,No,No,No,No
4485,4485,Yes,Yes,No,No,Yes,No,No,No
4486,4486,Yes,No,No,No,No,No,No,No
4487,4487,Yes,No,Yes,No,No,No,No,No
4488,4488,Yes,No,No,No,Yes,No,No,No
4489,4489,No,No,No,No,No,No,No,No
4490,4490,No,No,No,No,No,No,No,No
4491,4491,No,No,No,No,No,No,No,No
4492,4492,No,No,No,No,No,No,No,No
4493,4493,Yes,No,No,Yes,No,No,No,No
4494,4494,Yes,No,Yes,No,No,No,No,No
4495,4495,Yes,No,Yes,No,Yes,No,No,No
4496,4496,Yes,Yes,No,No,Yes,No,No,No
4497,4497,Yes,No,No,No,Yes,No,No,No
4498,4498,Yes,No,Yes,No,Yes,No,No,No
4499,4499,No,No,No,No,Yes,No,No,No
4500,4500,No,No,No,No,No,No,No,No
4501,4501,No,No,No,No,No,No,No,No
4502,4502,No,No,No,No,No,No,No,No
4503,4503,Yes,No,No,No,Yes,No,No,No
4504,4504,No,No,No,No,No,No,No,No
4505,4505,No,No,No,No,No,No,No,No
4506,4506,No,No,No,No,No,No,No,No
4507,4507,Yes,No,Yes,No,No,No,No,No
4508,4508,Yes,No,Yes,No,Yes,No,No,No
4509,4509,No,No,No,No,No,No,No,No
4510,4510,Yes,No,Yes,No,No,No,No,No
4511,4511,Yes,No,No,No,Yes,No,No,No
4512,4512,No,No,No,No,No,No,No,No
4513,4513,No,No,No,No,No,No,No,No
4514,4514,Yes,Yes,No,No,Yes,No,No,No
4515,4515,No,No,No,No,No,No,No,No
4516,4516,Yes,No,No,No,No,No,No,No
4517,4517,Yes,No,Yes,No,Yes,No,No,No
4518,4518,Yes,No,Yes,Yes,No,No,No,No
4519,4519,No,No,No,No,No,No,No,No
4520,4520,No,No,No,No,No,No,No,No
4521,4521,No,No,No,No,Yes,No,No,No
4522,4522,No,No,Yes,No,Yes,No,No,No
4523,4523,Yes,Yes,No,No,Yes,No,No,No
4524,4524,Yes,No,No,No,No,No,No,No
4525,4525,Yes,No,No,No,Yes,No,No,No
4526,4526,No,No,No,No,Yes,No,No,No
4527,4527,Yes,No,No,No,No,No,No,No
4528,4528,Yes,No,No,No,Yes,No,No,No
4529,4529,No,No,No,No,No,No,No,No
4530,4530,No,No,Yes,No,Yes,No,No,No
4531,4531,No,No,No,No,No,No,No,No
4532,4532,Yes,No,No,No,Yes,No,No,No
4533,4533,No,No,No,No,No,No,No,No
4534,4534,No,No,No,No,No,No,No,No
4535,4535,No,No,No,No,No,No,No,No
4536,4536,Yes,No,No,No,Yes,No,No,No
4537,4537,No,No,No,No,No,No,No,No
4538,4538,Yes,Yes,No,No,Yes,No,No,No
4539,4539,No,No,No,No,No,No,No,No
4540,4540,Yes,No,No,No,No,No,No,No
4541,4541,No,No,No,No,No,No,No,No
4542,4542,No,No,No,No,No,No,No,No
4543,4543,Yes,No,Yes,No,No,No,No,No
4544,4544,No,No,Yes,No,No,No,No,No
4545,4545,Yes,No,No,No,Yes,No,No,No
4546,4546,Yes,No,Yes,No,No,No,No,No
4547,4547,No,No,No,No,No,No,No,No
4548,4548,Yes,No,Yes,No,No,No,No,No
4549,4549,No,No,No,No,No,No,No,No
4550,4550,Yes,No,No,No,No,No,No,No
4551,4551,Yes,No,Yes,No,Yes,No,No,No
4552,4552,No,No,No,No,Yes,No,No,No
4553,4553,Yes,No,Yes,No,Yes,No,No,No
4554,4554,No,No,Yes,No,Yes,No,No,No
4555,4555,No,No,Yes,No,Yes,No,No,No
4556,4556,Yes,No,Yes,No,Yes,No,No,Yes
4557,4557,No,No,Yes,No,Yes,No,No,No
4558,4558,No,No,No,No,Yes,No,No,No
4559,4559,Yes,No,Yes,No,No,No,No,No
4560,4560,No,No,No,No,No,No,No,No
4561,4561,Yes,No,No,No,Yes,No,No,No
4562,4562,Yes,No,No,No,Yes,No,No,No
4563,4563,No,No,No,No,No,No,No,No
4564,4564,No,No,No,No,No,No,No,No
4565,4565,No,No,No,No,No,No,No,No
4566,4566,Yes,No,No,No,Yes,No,No,No
4567,4567,Yes,No,No,No,No,No,No,No
4568,4568,Yes,No,Yes,No,No,No,No,No
4569,4569,Yes,No,No,No,Yes,No,No,No
4570,4570,Yes,No,Yes,No,No,No,No,Yes
4571,4571,Yes,No,Yes,No,No,No,No,No
4572,4572,Yes,No,No,No,No,No,No,No
4573,4573,Yes,No,No,No,Yes,No,No,No
4574,4574,No,No,No,No,No,No,No,No
4575,4575,No,No,Yes,No,Yes,No,No,No
4576,4576,Yes,No,Yes,No,Yes,No,No,No
4577,4577,Yes,No,Yes,No,Yes,No,No,No
4578,4578,Yes,No,No,No,Yes,No,No,No
4579,4579,Yes,No,No,No,No,No,No,No
4580,4580,No,No,Yes,Yes,No,No,No,No
4581,4581,No,No,Yes,Yes,Yes,No,No,No
4582,4582,Yes,No,Yes,No,No,No,No,No
4583,4583,Yes,No,Yes,No,No,No,No,No
4584,4584,Yes,No,Yes,No,No,No,No,No
4585,4585,Yes,No,No,No,No,No,No,No
4586,4586,No,No,No,No,No,No,No,No
4587,4587,No,No,No,No,No,No,No,No
4588,4588,Yes,No,Yes,No,No,No,No,No
4589,4589,No,No,No,No,Yes,No,No,No
4590,4590,No,No,No,No,No,No,No,No
4591,4591,Yes,Yes,Yes,No,Yes,No,No,No
4592,4592,Yes,No,Yes,No,No,No,No,No
4593,4593,No,No,No,No,No,No,No,No
4594,4594,Yes,No,No,No,No,No,No,No
4595,4595,Yes,No,No,No,No,No,No,No
4596,4596,Yes,No,Yes,No,Yes,No,No,No
4597,4597,Yes,No,Yes,No,Yes,No,No,No
4598,4598,No,No,No,No,Yes,No,No,No
4599,4599,No,Yes,No,No,No,No,No,No
4600,4600,Yes,No,No,No,Yes,No,No,No
4601,4601,No,No,No,No,No,No,No,No
4602,4602,No,No,Yes,No,Yes,No,No,No
4603,4603,No,No,No,No,No,No,No,No
4604,4604,Yes,No,Yes,No,No,No,No,No
4605,4605,No,No,Yes,No,Yes,No,No,No
4606,4606,No,No,No,No,No,No,No,No
4607,4607,No,No,No,No,No,No,No,No
4608,4608,No,No,No,No,No,No,No,No
4609,4609,No,No,Yes,No,No,No,No,No
4610,4610,No,No,No,No,Yes,No,No,No
4611,4611,Yes,No,Yes,No,No,No,No,No
4612,4612,No,No,Yes,Yes,Yes,No,No,No
4613,4613,No,No,Yes,No,Yes,No,No,No
4614,4614,Yes,No,Yes,No,No,No,No,No
4615,4615,No,No,Yes,Yes,Yes,No,No,No
4616,4616,Yes,No,Yes,No,No,No,No,No
4617,4617,Yes,No,Yes,Yes,No,No,No,No
4618,4618,No,No,Yes,No,No,No,No,No
4619,4619,No,No,No,No,No,No,No,No
4620,4620,Yes,No,Yes,No,No,No,No,Yes
4621,4621,Yes,Yes,No,No,Yes,No,No,No
4622,4622,Yes,No,Yes,No,No,No,No,Yes
4623,4623,Yes,No,No,No,No,No,No,No
4624,4624,Yes,No,Yes,No,No,No,No,No
4625,4625,Yes,No,Yes,No,No,No,No,Yes
4626,4626,Yes,No,No,No,Yes,No,No,No
4627,4627,Yes,No,No,No,No,No,No,No
4628,4628,Yes,No,No,No,No,No,No,No
4629,4629,Yes,No,No,No,No,No,No,No
4630,4630,Yes,No,No,No,No,No,No,No
4631,4631,Yes,Yes,Yes,No,Yes,No,No,Yes
4632,4632,Yes,No,No,No,No,No,No,No
4633,4633,No,No,No,No,No,No,No,No
4634,4634,Yes,Yes,No,No,Yes,No,No,No
4635,4635,Yes,No,No,No,No,No,No,No
4636,4636,Yes,No,No,No,No,No,No,No
4637,4637,Yes,No,No,No,No,No,No,No
4638,4638,Yes,No,No,No,Yes,No,No,Yes
4639,4639,Yes,No,No,No,No,No,No,No
4640,4640,Yes,No,Yes,No,No,No,No,No
4641,4641,No,No,No,No,No,No,No,No
4642,4642,Yes,No,Yes,No,Yes,No,No,No
4643,4643,Yes,No,Yes,No,Yes,No,No,No
4644,4644,Yes,No,Yes,No,Yes,No,No,No
4645,4645,Yes,No,No,No,No,No,No,No
4646,4646,Yes,No,No,No,No,No,No,No
4647,4647,Yes,No,No,No,No,No,No,No
4648,4648,Yes,Yes,Yes,No,No,No,No,Yes
4649,4649,Yes,Yes,Yes,No,Yes,No,No,No
4650,4650,No,No,No,No,No,No,No,No
4651,4651,Yes,No,No,No,No,No,No,No
4652,4652,Yes,No,No,No,No,No,No,No
4653,4653,Yes,No,Yes,No,Yes,No,No,Yes
4654,4654,No,No,No,No,No,No,No,No
4655,4655,Yes,Yes,Yes,No,Yes,No,No,Yes
4656,4656,Yes,No,Yes,No,No,No,No,Yes
4657,4657,No,No,No,No,No,No,No,No
4658,4658,Yes,No,No,No,No,No,No,No
4659,4659,Yes,No,No,No,No,No,No,No
4660,4660,No,No,Yes,No,No,No,No,No
4661,4661,Yes,No,Yes,No,No,No,No,No
4662,4662,Yes,Yes,No,No,No,No,No,No
4663,4663,Yes,No,No,No,No,No,No,No
4664,4664,Yes,No,No,No,No,No,No,No
4665,4665,Yes,No,Yes,No,No,No,No,No
4666,4666,Yes,No,Yes,No,Yes,No,No,Yes
4667,4667,Yes,No,Yes,No,Yes,No,No,No
4668,4668,Yes,No,Yes,No,No,No,No,Yes
4669,4669,Yes,No,Yes,No,No,No,No,Yes
4670,4670,Yes,No,Yes,No,Yes,No,No,Yes
4671,4671,Yes,No,No,No,No,No,No,No
4672,4672,Yes,Yes,No,No,Yes,No,No,No
4673,4673,No,No,No,No,No,No,No,No
4674,4674,Yes,No,No,No,No,No,No,No
4675,4675,Yes,No,No,No,No,No,No,No
4676,4676,Yes,No,Yes,No,Yes,No,No,Yes
4677,4677,Yes,No,Yes,No,No,No,No,Yes
4678,4678,Yes,Yes,Yes,No,No,No,No,No
4679,4679,No,No,No,No,No,No,No,No
4680,4680,Yes,No,No,No,No,No,No,No
4681,4681,Yes,Yes,Yes,No,No,No,No,Yes
4682,4682,Yes,Yes,Yes,No,No,No,No,Yes
4683,4683,Yes,No,No,No,Yes,No,No,Yes
4684,4684,Yes,No,No,No,Yes,No,No,No
4685,4685,No,Yes,No,No,Yes,No,No,No
4686,4686,Yes,No,No,No,No,No,No,No
4687,4687,Yes,No,Yes,No,No,No,No,No
4688,4688,Yes,No,Yes,No,Yes,No,No,No
4689,4689,No,No,No,No,Yes,No,No,No
4690,4690,No,No,No,No,No,No,No,No
4691,4691,Yes,No,No,No,No,No,No,No
4692,4692,Yes,No,No,No,No,No,No,No
4693,4693,No,No,No,No,No,No,No,No
4694,4694,Yes,No,No,No,No,No,No,No
4695,4695,Yes,No,No,No,Yes,No,No,Yes
4696,4696,Yes,No,No,No,No,No,No,No
4697,4697,No,No,No,No,No,No,No,No
4698,4698,Yes,Yes,Yes,No,No,No,No,No
4699,4699,Yes,No,No,No,No,No,No,No
4700,4700,Yes,No,No,No,No,No,No,No
4701,4701,Yes,No,Yes,No,Yes,No,No,No
4702,4702,No,No,No,No,No,No,No,No
4703,4703,Yes,No,Yes,No,Yes,No,No,Yes
4704,4704,Yes,No,No,No,No,No,No,No
4705,4705,Yes,No,No,No,Yes,No,No,Yes
4706,4706,Yes,No,No,No,No,No,No,No
4707,4707,Yes,No,No,No,Yes,No,No,No
4708,4708,Yes,No,Yes,No,No,No,No,No
4709,4709,Yes,Yes,No,No,Yes,No,No,No
4710,4710,Yes,No,No,No,No,No,No,No
4711,4711,Yes,No,Yes,No,No,No,No,Yes
4712,4712,Yes,No,No,No,No,No,No,No
4713,4713,Yes,No,Yes,No,Yes,No,No,No
4714,4714,Yes,No,No,No,No,No,No,No
4715,4715,Yes,No,No,No,No,No,No,No
4716,4716,Yes,No,No,No,No,No,No,No
4717,4717,Yes,Yes,No,No,Yes,No,No,No
4718,4718,Yes,No,Yes,No,No,No,No,Yes
4719,4719,Yes,No,No,No,Yes,No,No,No
4720,4720,Yes,No,No,No,No,No,No,No
4721,4721,No,No,No,No,No,No,No,No
4722,4722,Yes,No,Yes,No,No,No,No,No
4723,4723,Yes,No,No,No,No,No,No,No
4724,4724,Yes,No,No,No,Yes,No,No,No
4725,4725,Yes,No,No,No,No,No,No,No
4726,4726,Yes,No,Yes,No,Yes,No,No,No
4727,4727,Yes,Yes,Yes,No,No,No,No,No
4728,4728,Yes,Yes,Yes,No,No,No,No,No
4729,4729,Yes,Yes,No,No,No,No,No,Yes
4730,4730,Yes,No,No,No,Yes,No,No,No
4731,4731,Yes,No,No,No,Yes,No,No,Yes
4732,4732,No,No,Yes,No,Yes,No,No,No
4733,4733,Yes,No,No,No,No,No,No,No
4734,4734,Yes,No,No,No,Yes,No,No,No
4735,4735,Yes,No,Yes,No,No,No,No,No
4736,4736,Yes,No,No,No,No,No,No,No
4737,4737,Yes,No,No,No,No,No,No,No
4738,4738,Yes,No,No,No,No,No,No,No
4739,4739,Yes,Yes,Yes,No,No,No,No,Yes
4740,4740,No,No,Yes,No,No,No,No,No
4741,4741,No,No,No,No,No,No,No,No
4742,4742,No,No,No,No,No,No,No,No
4743,4743,No,No,No,No,No,No,No,No
4744,4744,No,No,No,No,No,No,No,No
4745,4745,Yes,No,No,No,No,No,No,No
4746,4746,Yes,No,No,No,No,No,No,No
4747,4747,Yes,No,No,No,No,No,No,No
4748,4748,No,No,No,No,No,No,No,No
4749,4749,Yes,No,No,No,No,No,No,No
4750,4750,Yes,No,No,No,No,No,No,Yes
4751,4751,No,No,No,No,No,No,No,No
4752,4752,Yes,No,No,No,No,No,No,No
4753,4753,Yes,No,Yes,No,Yes,No,No,No
4754,4754,Yes,No,No,No,No,No,No,No
4755,4755,No,No,No,No,No,No,No,No
4756,4756,Yes,No,Yes,No,No,No,No,Yes
4757,4757,Yes,Yes,Yes,No,No,No,No,Yes
4758,4758,Yes,No,No,No,No,No,No,No
4759,4759,No,No,Yes,No,Yes,No,No,No
4760,4760,Yes,No,Yes,No,No,No,No,No
4761,4761,Yes,No,No,No,Yes,No,No,No
4762,4762,No,No,No,No,No,No,No,No
4763,4763,Yes,No,No,No,No,No,No,No
4764,4764,No,No,Yes,No,Yes,No,No,No
4765,4765,Yes,No,No,No,Yes,No,No,No
4766,4766,Yes,No,No,No,Yes,No,No,No
4767,4767,No,No,Yes,No,Yes,No,No,No
4768,4768,No,No,Yes,No,Yes,No,No,No
4769,4769,No,No,Yes,No,Yes,No,No,No
4770,4770,No,No,Yes,No,Yes,No,No,No
4771,4771,No,No,Yes,No,No,No,No,No
4772,4772,No,No,No,No,Yes,No,No,No
4773,4773,No,No,Yes,No,No,No,No,No
4774,4774,No,No,No,No,Yes,No,No,No
4775,4775,No,No,Yes,No,Yes,No,No,No
4776,4776,No,No,Yes,No,Yes,No,No,No
4777,4777,No,No,Yes,No,Yes,No,No,No
4778,4778,No,No,Yes,Yes,Yes,No,No,No
4779,4779,No,No,Yes,No,Yes,No,No,No
4780,4780,Yes,No,Yes,No,Yes,No,No,No
4781,4781,No,No,Yes,No,Yes,No,No,No
4782,4782,No,Yes,Yes,Yes,Yes,No,No,No
4783,4783,No,No,Yes,No,Yes,No,No,No
4784,4784,No,No,Yes,No,Yes,No,No,No
4785,4785,No,No,Yes,No,Yes,No,No,No
4786,4786,No,No,No,No,No,No,No,No
4787,4787,No,No,No,No,No,No,No,No
4788,4788,No,No,Yes,No,Yes,No,No,No
4789,4789,No,No,Yes,No,No,No,No,No
4790,4790,No,No,No,No,No,No,No,No
4791,4791,Yes,No,Yes,No,Yes,No,No,No
4792,4792,No,No,Yes,No,No,No,No,No
4793,4793,No,No,Yes,No,Yes,No,No,No
4794,4794,No,No,Yes,No,Yes,No,No,No
4795,4795,Yes,Yes,Yes,No,Yes,No,No,No
4796,4796,No,No,No,No,Yes,No,No,No
4797,4797,No,No,Yes,No,No,No,No,No
4798,4798,No,No,No,No,No,No,No,No
4799,4799,No,No,Yes,No,Yes,No,No,No
4800,4800,No,No,No,No,No,No,No,No
4801,4801,No,No,Yes,No,Yes,No,No,No
4802,4802,No,No,Yes,No,Yes,No,No,No
4803,4803,No,No,Yes,No,No,No,No,No
4804,4804,Yes,No,Yes,No,Yes,No,No,No
4805,4805,No,No,Yes,No,Yes,No,No,No
4806,4806,No,No,Yes,Yes,Yes,No,No,No
4807,4807,No,No,No,No,Yes,No,No,No
4808,4808,No,No,No,No,Yes,No,No,No
4809,4809,No,No,Yes,No,No,No,No,No
4810,4810,No,No,Yes,No,Yes,No,No,No
4811,4811,No,No,No,No,Yes,No,No,No
4812,4812,No,No,Yes,No,Yes,No,No,No
4813,4813,No,No,No,No,No,No,No,No
4814,4814,No,No,Yes,Yes,Yes,No,No,No
4815,4815,No,No,Yes,No,Yes,No,No,No
4816,4816,No,No,Yes,No,Yes,No,No,No
4817,4817,No,No,No,No,No,No,No,No
4818,4818,No,No,Yes,No,Yes,No,No,No
4819,4819,No,No,Yes,No,No,No,No,No
4820,4820,No,No,Yes,No,Yes,No,No,No
4821,4821,No,No,Yes,No,No,No,No,No
4822,4822,No,No,Yes,No,Yes,No,No,No
4823,4823,No,No,Yes,No,No,No,No,No
4824,4824,No,No,Yes,No,No,No,No,No
4825,4825,No,No,Yes,No,No,No,No,No
4826,4826,No,No,No,No,No,No,No,No
4827,4827,No,No,Yes,No,Yes,No,No,No
4828,4828,No,No,Yes,No,Yes,No,No,No
4829,4829,Yes,No,No,No,Yes,No,No,No
4830,4830,No,No,No,No,No,No,No,No
4831,4831,No,No,Yes,No,Yes,No,No,No
4832,4832,Yes,No,No,No,Yes,No,No,No
4833,4833,No,No,Yes,Yes,Yes,No,No,No
4834,4834,No,Yes,No,No,Yes,No,No,No
4835,4835,No,No,Yes,No,Yes,No,No,No
4836,4836,No,No,No,No,No,No,No,No
4837,4837,No,No,Yes,No,No,No,No,No
4838,4838,No,No,Yes,No,Yes,No,No,No
4839,4839,No,No,Yes,No,Yes,No,No,No
4840,4840,No,No,Yes,Yes,Yes,No,No,No
4841,4841,No,No,Yes,No,Yes,No,No,No
4842,4842,No,No,Yes,No,Yes,No,No,No
4843,4843,No,No,No,No,No,No,No,No
4844,4844,No,No,Yes,No,Yes,No,No,No
4845,4845,Yes,No,No,No,Yes,No,No,Yes
4846,4846,No,No,Yes,No,No,No,No,No
4847,4847,No,No,Yes,No,Yes,No,No,No
4848,4848,No,No,Yes,No,Yes,No,No,No
4849,4849,No,No,Yes,No,Yes,No,No,No
4850,4850,No,No,Yes,No,Yes,No,No,No
4851,4851,No,No,Yes,No,No,No,No,No
4852,4852,No,No,Yes,No,Yes,No,No,No
4853,4853,No,No,Yes,No,Yes,No,No,No
4854,4854,No,No,Yes,No,No,No,No,No
4855,4855,No,No,Yes,No,No,No,No,No
4856,4856,No,No,Yes,No,No,No,No,No
4857,4857,No,No,Yes,No,No,No,No,No
4858,4858,No,No,Yes,No,No,No,No,No
4859,4859,No,No,Yes,No,No,No,No,No
4860,4860,No,No,Yes,No,Yes,No,No,No
4861,4861,No,No,Yes,No,Yes,No,No,No
4862,4862,No,No,Yes,No,Yes,No,No,No
4863,4863,No,No,No,No,Yes,No,No,No
4864,4864,No,No,No,No,Yes,No,No,No
4865,4865,No,No,Yes,No,Yes,No,No,No
4866,4866,No,No,Yes,No,No,No,No,No
4867,4867,No,No,Yes,No,Yes,No,No,No
4868,4868,No,No,Yes,Yes,No,No,No,No
4869,4869,No,No,Yes,No,Yes,No,No,No
4870,4870,No,No,Yes,No,No,No,No,No
4871,4871,No,No,Yes,No,Yes,No,No,No
4872,4872,No,No,Yes,No,Yes,No,No,No
4873,4873,No,No,No,No,No,No,No,No
4874,4874,No,No,Yes,No,Yes,No,No,No
4875,4875,No,No,Yes,No,Yes,No,No,No
4876,4876,No,No,Yes,No,Yes,No,No,No
4877,4877,No,No,Yes,No,No,No,No,No
4878,4878,No,No,No,No,No,No,No,No
4879,4879,No,No,Yes,No,Yes,No,No,No
4880,4880,No,No,Yes,No,Yes,No,No,No
4881,4881,No,No,Yes,No,Yes,No,No,No
4882,4882,No,No,No,No,No,No,No,No
4883,4883,No,No,Yes,No,No,No,No,No
4884,4884,No,No,No,No,No,No,No,No
4885,4885,No,No,Yes,Yes,Yes,No,No,No
4886,4886,No,No,Yes,No,No,No,No,No
4887,4887,Yes,Yes,Yes,No,Yes,No,No,No
4888,4888,No,No,Yes,No,Yes,No,No,No
4889,4889,No,No,Yes,Yes,Yes,No,No,No
4890,4890,No,No,Yes,No,Yes,No,No,No
4891,4891,No,No,Yes,No,No,No,No,No
4892,4892,No,No,Yes,No,No,No,No,No
4893,4893,No,No,No,No,No,No,No,No
4894,4894,No,No,Yes,Yes,Yes,No,No,No
4895,4895,No,No,Yes,No,Yes,No,No,No
4896,4896,No,No,Yes,No,Yes,No,No,No
4897,4897,No,Yes,Yes,No,Yes,No,No,No
4898,4898,No,No,Yes,No,Yes,No,No,No
4899,4899,No,No,No,No,No,No,No,No
4900,4900,Yes,No,Yes,No,Yes,No,No,Yes
4901,4901,Yes,No,Yes,No,No,No,No,Yes
4902,4902,Yes,No,No,No,No,No,No,No
4903,4903,Yes,Yes,No,No,Yes,No,No,Yes
4904,4904,No,No,No,No,No,No,No,No
4905,4905,Yes,No,No,No,Yes,No,No,No
4906,4906,Yes,No,No,No,No,No,No,No
4907,4907,No,No,No,No,No,No,No,No
4908,4908,Yes,No,No,No,Yes,No,No,No
4909,4909,No,No,Yes,No,Yes,No,No,No
4910,4910,No,No,No,No,No,No,No,No
4911,4911,Yes,No,No,No,No,No,No,No
4912,4912,Yes,No,No,No,No,No,No,No
4913,4913,Yes,Yes,Yes,No,Yes,No,No,No
4914,4914,No,No,No,No,Yes,No,No,No
4915,4915,Yes,No,No,No,No,No,No,No
4916,4916,Yes,No,Yes,No,No,No,No,Yes
4917,4917,Yes,No,No,No,No,No,No,No
4918,4918,No,No,No,No,No,No,No,No
4919,4919,Yes,No,Yes,No,Yes,No,No,Yes
4920,4920,Yes,Yes,Yes,No,Yes,No,No,No
4921,4921,Yes,No,Yes,No,Yes,No,No,Yes
4922,4922,No,No,Yes,No,No,No,No,No
4923,4923,Yes,No,No,No,No,No,No,No
4924,4924,Yes,No,No,No,No,No,No,No
4925,4925,Yes,Yes,Yes,No,Yes,No,No,Yes
4926,4926,Yes,No,No,No,Yes,No,No,No
4927,4927,Yes,No,No,No,No,No,No,No
4928,4928,Yes,No,No,No,No,No,No,No
4929,4929,Yes,No,Yes,No,Yes,No,No,No
4930,4930,No,No,No,No,Yes,No,No,No
4931,4931,No,No,Yes,No,Yes,No,No,No
4932,4932,Yes,No,Yes,No,No,No,No,Yes
4933,4933,No,No,No,No,No,No,No,No
